days_asymp_lax,days_asymp_strict,total_infected,total_not_detected,students_affected,students_disrupted,panel,panelname,asymp_ratio,beta_aerosol_factor,mu_pip,world,protocol,simulation_number,betaenv,betaindex,index_asymp
12,10,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
17.6,17.6,5,2,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
19.2,18,7,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,9.6,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
18.4,11.2,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16.8,14.4,6,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,8.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,8.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
22.4,22.4,7,1,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,11.2,6,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,9.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,14.4,5,2,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
21.6,8.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,14.4,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
18.4,13.2,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
36,36,7,2,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
27.2,13.6,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
21.6,21.6,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,20,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
17.6,16.4,7,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,10.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
79.2,61.6,8,4,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
17.6,12,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,10.4,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
18.4,18.4,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,13.6,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,12.8,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
26.4,26.4,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20.8,12,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,10,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
40.8,40.8,5,1,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,13.6,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.6,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20.8,20.8,5,1,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
25.6,25.6,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
40.8,25.6,8,3,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16.8,16.8,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,10,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,15.2,5,1,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
17.6,17.6,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,12.8,6,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,11.6,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,13.6,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16.8,12,6,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
24,24,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
23.2,23.2,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.6,5,1,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,10.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
19.2,17.6,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,8.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
40,40,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
22.4,8.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,16,5,1,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,12.4,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
28.8,12.8,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,13.6,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,13.6,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,7.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
56,56,8,3,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
18.4,11.2,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
31.2,31.2,7,1,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16.8,16.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,1,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
22.4,22.4,7,2,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,9.6,5,2,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,13.2,6,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
26.4,9.2,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,14.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,8.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,17.6,7,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,1,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,9.2,5,1,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20,20,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
7.2,7.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16.8,12,6,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,8.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
33.6,33.6,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12.8,12.8,5,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
22.4,10.8,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
15.2,12.4,6,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,9.2,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,13.2,7,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,8.8,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,14.4,6,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
23.2,23.2,5,1,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,1,15,15,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
21.6,21.6,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,10.4,6,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,15,16,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8.8,8.8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
37.6,26,10,1,35,35,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,6.4,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,11.2,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
20.8,20.8,6,1,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,12,5,0,25,25,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
21.6,14.8,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
14.4,12.4,6,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
13.6,13.6,5,0,20,21,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
11.2,11.2,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
17.6,16,7,1,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
8,8,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
10.4,10.4,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
33.6,33.6,6,2,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
16,16,6,0,30,30,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
9.6,9.6,4,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
12,9.6,5,0,20,20,3,"env beta high, index same",0.8,0.25,2,d,II,4000,0.003,3,0
